age_years,gender,ssc_percentage,hsc_percentage,degree_percentage,degree_specialization,technical_score,aptitude_score,communication_score,skills_match_percentage,certifications_count,internship_experience,years_of_experience,career_switch_willingness,relevant_experience,previous_ctc_lpa,expected_ctc_lpa,company_tier,job_role_match,competition_level,bond_requirement,notice_period_days,layoff_history,employment_gap_months,relocation_willingness,status,experience_category,skill_level
32,Male,82.46676707,70.66719069,62.20294623,Mechanical,77.17815144,60.47553934,58.51406635,73.41641947,2,No,3,Willing,Relevant,1.715476771,9.792761033,Tier 1,Matched,Medium,Not Required,30.0,No,6.0,Willing,Placed,Senior,High
21,Male,59.15771082,84.46348683,78.32218839,Computer Science,63.96813878,78.29978049,49.06984921,85.8673422,1,No,1,Not Willing,Relevant,6.662007778,7.427421171,Tier 1,Matched,Low,Not Required,60.0,Yes,0.0,Willing,Not Placed,Fresher,Medium
25,Male,76.2461738,75.0600192,62.45808979,Electronics,72.41191778,60.68189731,62.65270173,68.06479719,1,No,0,Not Willing,Not Relevant,5.55143618,3.429605128,Tier 3,Matched,Low,Not Required,15.0,No,0.0,Willing,Not Placed,Junior,Medium
32,Female,65.88921216,71.22939399,76.6125277,Electronics,56.83863155,67.82062856,60.26431745,66.4860948,0,Yes,0,Willing,Relevant,3.010740989,9.667528394,Tier 3,Matched,High,Not Required,0.0,No,6.0,Willing,Not Placed,Senior,Medium
21,Female,77.52146969,64.81685326,74.43442528,Others,62.57930674,51.1364341,82.16754812,71.88784506,3,Yes,0,Not Willing,Relevant,6.701614195,7.056264748,Tier 2,Matched,Medium,Not Required,30.0,No,0.0,Not Willing,Not Placed,Fresher,Medium
27,Male,62.11620575,67.35442619,74.81465874,Information Technology,58.22537791,73.55273792,64.79712462,92.62176598,2,Yes,1,Willing,Relevant,1.0,10.04089363,Tier 2,Matched,Low,Not Required,0.0,No,0.0,Willing,Not Placed,Junior,Medium
24,Female,77.15623743,85.6550533,67.64478538,Others,71.46081299,49.61107433,51.93187707,82.64111094,0,Yes,1,Willing,Relevant,5.145121523,11.21861784,Tier 1,Not Matched,High,Required,15.0,No,3.0,Willing,Not Placed,Junior,Medium
25,Female,71.15247329,67.86412324,79.95837745,Information Technology,62.07611515,70.97853288,46.32141838,67.25664655,0,No,0,Not Willing,Relevant,4.371289895,5.986971837,Tier 1,Matched,High,Not Required,60.0,No,3.0,Willing,Not Placed,Junior,Medium
21,Female,88.38119823,67.60953494,76.21022073,Mechanical,75.41959423,81.09774423,68.66417381,76.10318996,2,Yes,0,Not Willing,Relevant,7.329127283,7.499638093,Tier 2,Matched,High,Not Required,30.0,No,6.0,Willing,Not Placed,Fresher,High
28,Female,69.97121038,63.0831896,77.17475465,Information Technology,90.43439124,83.93025782,82.85627693,94.51369928,0,No,0,Not Willing,Not Relevant,5.61037947,8.825685358,Tier 3,Not Matched,Low,Not Required,15.0,No,0.0,Not Willing,Not Placed,Junior,High
24,Male,64.07126064,63.33815252,70.2344735,Electronics,75.02155038,73.3569154,71.09346352,65.66765845,1,Yes,0,Willing,Relevant,3.516469566,3.0,Tier 3,Matched,Medium,Not Required,30.0,No,0.0,Willing,Placed,Junior,High
23,Female,51.67548658,79.92276569,73.90851627,Electronics,81.96264211,67.59946519,69.27650099,83.85971889,2,No,1,Willing,Not Relevant,6.38859814,8.080944307,Tier 2,Matched,Medium,Not Required,0.0,No,6.0,Not Willing,Placed,Junior,High
21,Male,82.43300539,70.23120874,66.64056127,Information Technology,69.67598577,71.58488696,70.94891725,100.0,1,Yes,0,Not Willing,Not Relevant,7.8254323,3.0,Tier 2,Matched,Low,Not Required,15.0,No,6.0,Willing,Not Placed,Fresher,Medium
24,Male,82.46798912,83.17632639,77.5306151,Computer Science,67.30596812,51.27409538,63.90234272,87.512468,1,No,1,Willing,Not Relevant,1.703674545,4.58052924,Tier 1,Matched,Medium,Not Required,15.0,No,3.0,Willing,Not Placed,Junior,Medium
23,Female,64.63937812,68.5365709,65.99582782,Electronics,70.68980967,66.07178611,74.38073293,73.31583313,1,No,3,Willing,Relevant,8.377080404,9.656177952,Tier 3,Matched,Low,Not Required,0.0,No,3.0,Willing,Placed,Junior,Medium
28,Female,67.23632549,73.83974085,74.95112427,Computer Science,56.66954278,66.92543535,60.61430701,63.31322141,2,No,0,Willing,Relevant,7.324657171,6.469554243,Tier 1,Matched,High,Not Required,30.0,Yes,0.0,Willing,Not Placed,Junior,Medium
29,Female,65.85402548,70.53975221,73.38520245,Electronics,64.76101881,60.87101693,68.35680606,71.09134126,2,No,0,Not Willing,Relevant,3.491610361,6.751718579,Tier 1,Matched,Medium,Required,0.0,No,3.0,Willing,Not Placed,Senior,Medium
32,Female,61.96331282,80.79269883,70.28736613,Computer Science,54.06185263,64.32888704,74.89613953,75.3130854,5,No,0,Willing,Not Relevant,6.287398491,7.726267901,Tier 3,Matched,Low,Not Required,15.0,No,0.0,Willing,Not Placed,Senior,Medium
25,Female,61.09201582,80.50112564,66.73951037,Information Technology,40.0,73.18905255,74.82102196,78.8888616,2,Yes,4,Willing,Not Relevant,6.546921352,4.086323219,Tier 3,Matched,Low,Required,15.0,No,0.0,Willing,Not Placed,Junior,Low
29,Male,75.90418088,72.77637305,89.30018452,Others,83.75671146,58.01146341,62.43065741,77.66334495,2,Yes,2,Willing,Not Relevant,5.542860527,6.196284766,Tier 1,Matched,Medium,Not Required,30.0,No,3.0,Willing,Placed,Senior,High
21,Male,55.00959274,69.83478807,73.99567799,Electronics,69.36989215,75.2633365,59.55463711,83.73466349,1,No,1,Willing,Relevant,4.135526325,6.759685111,Tier 2,Matched,Low,Required,0.0,No,6.0,Willing,Not Placed,Fresher,Medium
27,Male,69.6232619,72.04373794,61.52042042,Electronics,56.28676953,70.22886033,64.94898165,71.4284888,1,Yes,0,Not Willing,Relevant,3.950833707,3.0,Tier 2,Matched,Medium,Not Required,15.0,No,0.0,Not Willing,Not Placed,Junior,Medium
31,Male,65.03198254,68.44388477,78.47687788,Information Technology,75.04510345,56.46001043,74.28606292,78.41204204,1,No,2,Willing,Not Relevant,6.464563561,7.723838969,Tier 3,Not Matched,Medium,Not Required,60.0,No,0.0,Not Willing,Placed,Senior,High
34,Female,78.20682845,60.88156946,79.22549739,Others,78.22443704,56.5306771,75.60781294,63.35786727,2,Yes,3,Not Willing,Relevant,6.035063945,6.242635771,Tier 3,Matched,High,Not Required,15.0,No,0.0,Not Willing,Placed,Senior,High
27,Female,77.5960737,64.58253774,83.77678714,Electronics,71.16455806,71.18872555,59.20358119,73.1423917,1,No,0,Willing,Relevant,6.683309544,7.189118963,Tier 2,Matched,Low,Required,0.0,No,0.0,Willing,Not Placed,Junior,Medium
26,Female,76.43197781,87.78789465,76.58178684,Mechanical,83.80174453,66.89951604,64.01392554,86.56893616,4,No,4,Not Willing,Relevant,8.109620205,12.05100894,Tier 2,Not Matched,Low,Not Required,0.0,No,0.0,Not Willing,Placed,Junior,High
24,Female,70.80638492,80.28828362,69.16298471,Mechanical,52.58610633,64.26386344,79.51362029,82.31550024,0,Yes,1,Willing,Relevant,5.265584234,11.28413747,Tier 1,Matched,Low,Required,0.0,No,0.0,Willing,Not Placed,Junior,Medium
33,Male,66.20604467,68.60205123,67.16926328,Information Technology,81.30376636,51.24218335,77.42101236,77.12150941,0,Yes,0,Willing,Relevant,5.394201048,5.166389272,Tier 2,Matched,Low,Not Required,0.0,No,6.0,Willing,Placed,Senior,High
31,Male,61.94767555,72.01883662,67.57392856,Electronics,69.49473715,72.22516223,76.80880898,68.6148014,2,Yes,4,Not Willing,Not Relevant,2.54494987,5.442836483,Tier 2,Matched,Medium,Not Required,0.0,No,0.0,Willing,Placed,Senior,Medium
29,Female,84.16974614,80.15865514,74.00751825,Computer Science,51.4903977,60.16841703,60.53012046,74.98585586,3,Yes,1,Not Willing,Relevant,4.936559869,6.176033379,Tier 2,Matched,Medium,Not Required,60.0,No,12.0,Willing,Not Placed,Senior,Medium
34,Male,76.54974507,70.56056736,61.64119329,Computer Science,88.90037358,60.44220112,62.81409126,72.21443564,1,No,2,Willing,Not Relevant,6.673506275,4.2,Tier 3,Not Matched,High,Not Required,30.0,No,0.0,Willing,Not Placed,Senior,High
23,Male,70.22463699,66.16583882,72.26039155,Electronics,75.87592613,69.40848683,62.03928746,91.86976338,3,Yes,2,Not Willing,Not Relevant,8.990386583,9.7961763,Tier 1,Matched,Medium,Not Required,0.0,No,12.0,Willing,Placed,Junior,High
31,Female,73.18889184,54.07500203,80.93670969,Computer Science,75.20395171,61.54235222,56.12403491,88.07875194,5,No,2,Willing,Not Relevant,2.850878999,10.20741444,Tier 1,Matched,Medium,Not Required,30.0,No,18.0,Willing,Not Placed,Senior,High
31,Female,63.92603615,69.31406487,75.76088146,Electronics,60.18259751,67.91699574,77.87051882,75.58258458,2,Yes,1,Not Willing,Not Relevant,4.902074653,6.058494784,Tier 1,Matched,Medium,Not Required,90.0,No,0.0,Willing,Placed,Senior,Medium
21,Male,73.9024403,72.01438305,72.82170019,Mechanical,64.83976855,72.74006913,68.55114327,60.25686053,1,No,1,Not Willing,Relevant,1.0,7.28529067,Tier 1,Matched,Medium,Not Required,0.0,Yes,0.0,Willing,Not Placed,Fresher,Medium
22,Female,69.45694734,60.83589107,71.78989141,Information Technology,65.42423594,89.71213965,66.38797589,67.0820799,3,No,0,Not Willing,Relevant,1.199096959,3.237504538,Tier 3,Matched,High,Required,15.0,No,18.0,Willing,Not Placed,Fresher,Medium
23,Female,65.47732081,69.70220598,74.91059808,Electronics,64.32252644,72.57127442,75.21863801,61.29954779,2,No,1,Not Willing,Not Relevant,6.023972048,8.113552861,Tier 1,Matched,Low,Not Required,0.0,No,0.0,Willing,Not Placed,Junior,Medium
22,Female,70.0288903,73.76846469,81.70023736,Others,59.52960435,55.21278381,76.42497023,57.43536594,0,Yes,0,Willing,Relevant,7.099352448,4.629287544,Tier 2,Matched,High,Required,15.0,No,0.0,Willing,Not Placed,Fresher,Medium
26,Male,62.8751425,64.54423824,79.48508434,Electronics,64.67000375,63.43708628,79.24099066,92.51581076,2,Yes,0,Not Willing,Not Relevant,1.0,8.235866024,Tier 3,Not Matched,Low,Not Required,0.0,No,0.0,Willing,Not Placed,Junior,Medium
33,Female,61.23359022,66.24276047,68.63066367,Computer Science,75.58398928,76.9597592,68.75517782,71.6000317,1,No,0,Not Willing,Not Relevant,3.307424056,12.27481027,Tier 2,Matched,Low,Not Required,0.0,No,18.0,Willing,Not Placed,Senior,High
34,Male,65.90651659,80.25380466,69.29166411,Electronics,77.81950622,53.12695177,59.75212929,69.55833513,0,No,4,Not Willing,Relevant,7.936468811,8.482409291,Tier 3,Not Matched,Medium,Not Required,0.0,No,0.0,Willing,Placed,Senior,High
27,Female,65.6601905,74.5089914,70.34205261,Others,64.93560439,75.86939051,64.29054135,67.88622991,3,Yes,1,Willing,Relevant,4.905982674,4.793424348,Tier 1,Matched,Low,Not Required,30.0,No,0.0,Willing,Placed,Junior,Medium
25,Female,56.69784564,75.58872166,78.74293303,Others,65.14201515,67.07787406,58.29472302,80.28306315,3,No,1,Not Willing,Relevant,3.033092416,7.290526235,Tier 1,Not Matched,Low,Not Required,30.0,No,0.0,Willing,Not Placed,Junior,Medium
25,Female,72.6499203,72.8844744,80.11287089,Electronics,51.55146726,78.20159295,66.41480533,67.70218155,1,No,2,Willing,Not Relevant,4.089868347,5.795342458,Tier 1,Matched,Low,Not Required,30.0,No,0.0,Willing,Not Placed,Junior,Medium
27,Male,86.37384485,67.53650639,69.66476863,Electronics,68.22262621,63.26531065,62.27831088,67.70703281,0,Yes,0,Willing,Not Relevant,6.014379438,3.0,Tier 2,Not Matched,High,Not Required,15.0,No,12.0,Willing,Not Placed,Junior,Medium
26,Male,69.34776249,81.69072956,71.76517017,Electronics,90.26973007,60.85383407,78.26361755,57.21532832,0,Yes,0,Willing,Relevant,4.246093875,4.232407541,Tier 2,Matched,Medium,Not Required,15.0,No,0.0,Willing,Not Placed,Junior,High
32,Female,64.34956508,67.7343441,76.37761595,Others,81.53977152,48.51108544,64.89848221,60.31193003,1,Yes,1,Not Willing,Relevant,3.576600518,7.983690415,Tier 2,Not Matched,Low,Not Required,15.0,No,12.0,Willing,Not Placed,Senior,High
28,Female,65.78507691,72.43748415,78.62342356,Electronics,62.1142199,69.68214383,66.46155679,72.66027499,3,No,4,Not Willing,Relevant,4.410341536,8.862166222,Tier 2,Matched,High,Not Required,0.0,No,0.0,Willing,Placed,Junior,Medium
29,Male,68.84577709,61.69807634,72.01088499,Others,55.27900705,42.55238287,62.90608921,60.96327815,1,Yes,2,Not Willing,Relevant,4.266288288,6.941463279,Tier 2,Not Matched,High,Not Required,0.0,Yes,6.0,Willing,Not Placed,Senior,Medium
22,Female,53.79162908,75.5618171,74.64235672,Others,61.89604912,64.63679088,59.99462612,61.23079681,3,Yes,0,Not Willing,Not Relevant,7.456747344,9.001489844,Tier 2,Matched,Medium,Not Required,15.0,No,3.0,Willing,Not Placed,Fresher,Medium
32,Male,58.70211365,72.76661694,74.37375167,Electronics,81.20971985,66.06720933,68.99709827,66.60687424,2,No,0,Willing,Relevant,3.714805915,17.93091487,Tier 2,Not Matched,Medium,Not Required,0.0,No,12.0,Not Willing,Not Placed,Senior,High
22,Female,69.97121038,68.68069139,85.89225741,Electronics,65.83486757,67.35126543,52.01332625,73.59845067,3,Yes,2,Not Willing,Relevant,7.005995181,6.110795168,Tier 3,Matched,Low,Required,60.0,No,18.0,Willing,Not Placed,Fresher,Medium
21,Male,69.97121038,81.53694862,69.77186049,Electronics,68.74660483,59.66269952,81.73336298,74.23236673,2,Yes,2,Not Willing,Not Relevant,3.725634192,11.70018496,Tier 2,Matched,Medium,Required,0.0,No,3.0,Not Willing,Placed,Fresher,Medium
27,Female,71.79409502,66.17940873,76.85326664,Others,70.36587738,52.79087525,59.05382956,72.67881442,1,Yes,2,Not Willing,Relevant,4.570015842,7.242006023,Tier 1,Matched,Low,Not Required,30.0,No,0.0,Willing,Placed,Junior,Medium
31,Male,75.75350155,70.84850793,69.6265725,Others,67.10447397,71.98803623,89.37578658,87.24822252,1,No,1,Not Willing,Relevant,6.877469736,8.425976949,Tier 1,Matched,Low,Required,30.0,No,0.0,Willing,Placed,Senior,Medium
34,Female,71.11096719,61.83532882,79.64962205,Others,71.36974741,55.5281342,70.85698998,91.85107505,2,No,0,Not Willing,Relevant,1.667142229,9.060438258,Tier 3,Matched,Low,Not Required,30.0,No,0.0,Not Willing,Not Placed,Senior,Medium
24,Female,68.32427102,89.68838419,86.42164797,Mechanical,67.96786148,56.81632342,68.69168982,57.29788577,0,No,1,Not Willing,Relevant,6.039073803,7.936235894,Tier 2,Matched,Low,Not Required,15.0,No,0.0,Willing,Not Placed,Junior,Medium
29,Female,68.67029075,62.56861383,68.55763838,Others,64.35284073,66.60436738,72.07253549,98.45765758,2,No,0,Not Willing,Relevant,4.332317312,4.637633703,Tier 1,Matched,Medium,Not Required,0.0,No,0.0,Willing,Placed,Senior,Medium
26,Female,67.65621572,68.03646235,80.6427237,Mechanical,66.85599689,62.47317487,73.61922096,57.32308559,1,No,0,Not Willing,Relevant,3.687554518,11.87054142,Tier 1,Matched,Medium,Required,30.0,No,0.0,Willing,Not Placed,Junior,Medium
32,Female,66.58290084,75.9062005,79.85028341,Others,69.34496448,73.73029273,72.12956653,60.24003734,2,No,3,Not Willing,Relevant,4.43334825,3.244079243,Tier 3,Matched,Low,Not Required,0.0,No,0.0,Willing,Placed,Senior,Medium
27,Female,70.76754927,71.49338166,72.96291915,Computer Science,78.25458733,79.60394652,62.35554785,61.57433607,2,Yes,0,Not Willing,Not Relevant,10.16473755,12.11785496,Tier 1,Matched,Low,Not Required,30.0,Yes,0.0,Willing,Not Placed,Junior,High
33,Male,62.29588485,72.1217093,74.06786028,Mechanical,57.4384927,69.46748013,53.70122646,67.48926049,0,No,3,Not Willing,Relevant,7.692922233,6.466820175,Tier 1,Not Matched,Low,Not Required,0.0,No,0.0,Not Willing,Not Placed,Senior,Medium
27,Female,59.00093153,77.9999941,83.62582657,Computer Science,97.15720879,73.54992617,52.08063181,87.76896904,1,Yes,1,Not Willing,Relevant,3.085855852,6.731047865,Tier 3,Matched,Low,Not Required,30.0,No,3.0,Not Willing,Placed,Junior,High
28,Female,70.72575561,67.52828353,79.83813026,Computer Science,70.43239766,61.62898855,64.19862424,91.39766519,1,Yes,1,Not Willing,Relevant,3.850950775,7.048715109,Tier 1,Matched,High,Required,0.0,No,3.0,Willing,Not Placed,Junior,Medium
24,Female,65.04616505,72.01438305,67.60732687,Information Technology,52.37974943,60.25793839,60.25081199,54.74362934,0,Yes,4,Not Willing,Relevant,5.214078254,11.16402924,Tier 2,Matched,Low,Not Required,0.0,No,0.0,Willing,Not Placed,Junior,Medium
23,Female,64.83630386,64.57813344,67.46479401,Others,54.29099476,70.88376897,66.40877627,72.92606088,2,No,0,Not Willing,Relevant,5.855088624,10.62676264,Tier 2,Matched,Low,Not Required,15.0,Yes,0.0,Not Willing,Not Placed,Junior,Medium
23,Male,72.23205757,74.95304268,63.88690239,Mechanical,79.42782816,70.38052727,51.17620313,87.81406126,1,Yes,5,Not Willing,Relevant,8.610227039,7.865842724,Tier 2,Matched,Low,Not Required,60.0,No,0.0,Willing,Placed,Junior,High
30,Male,58.05076576,83.2482304,60.52426872,Mechanical,54.64704425,68.49620546,45.0,75.9132817,1,Yes,0,Not Willing,Not Relevant,4.909031705,10.32309146,Tier 2,Matched,Low,Not Required,15.0,No,6.0,Willing,Not Placed,Senior,Medium
28,Female,61.77585598,69.259453,84.7765746,Computer Science,72.20817973,62.50198607,54.65160871,56.72581213,1,Yes,2,Not Willing,Not Relevant,7.196426965,6.805566634,Tier 2,Matched,Medium,Not Required,0.0,No,0.0,Willing,Placed,Junior,Medium
32,Female,76.07503817,67.84565811,82.97730338,Others,70.27035488,56.03951352,55.83950632,76.11308107,2,Yes,3,Not Willing,Relevant,5.122298398,4.82247016,Tier 1,Matched,High,Not Required,0.0,No,0.0,Willing,Placed,Senior,Medium
33,Female,69.87731976,78.63264672,67.9276466,Computer Science,72.03242756,71.55304601,52.44045233,67.89016917,0,No,0,Not Willing,Not Relevant,2.864947436,4.815181581,Tier 3,Not Matched,Medium,Not Required,0.0,No,6.0,Willing,Not Placed,Senior,Medium
23,Female,68.84234375,83.9620204,75.72318926,Computer Science,72.71632968,55.23801602,70.20656582,94.25003334,3,No,1,Willing,Relevant,4.381726928,8.391795359,Tier 3,Not Matched,Medium,Not Required,0.0,No,3.0,Not Willing,Not Placed,Junior,Medium
28,Female,69.97448016,68.89085354,83.45882444,Information Technology,52.74059614,42.63335791,49.87016004,77.21167479,5,No,3,Willing,Not Relevant,5.166892202,7.62430778,Tier 1,Matched,Low,Not Required,15.0,No,0.0,Willing,Not Placed,Junior,Medium
22,Female,69.27256873,79.80298061,70.23275746,Electronics,73.84032235,70.35988402,69.85897283,67.4630179,0,Yes,3,Not Willing,Relevant,4.640714713,5.078639115,Tier 2,Matched,Low,Not Required,30.0,No,18.0,Willing,Placed,Fresher,Medium
25,Male,67.87517035,71.52800506,71.50260802,Computer Science,64.98515219,89.26788813,49.1274904,93.80841456,2,Yes,2,Willing,Relevant,6.199252019,9.42803406,Tier 1,Matched,Medium,Not Required,0.0,No,0.0,Willing,Not Placed,Junior,Medium
25,Male,67.49084921,63.84646493,70.15812959,Computer Science,77.46042421,57.39959216,45.0,45.0,0,No,1,Not Willing,Relevant,4.893658515,9.309311221,Tier 2,Not Matched,Low,Not Required,0.0,No,6.0,Willing,Not Placed,Junior,High
27,Male,65.09090787,86.53926087,73.10572496,Electronics,61.27137872,61.03819304,53.15904158,65.71423929,1,Yes,2,Not Willing,Not Relevant,5.863503056,11.18352616,Tier 3,Matched,Medium,Not Required,30.0,Yes,0.0,Willing,Not Placed,Junior,Medium
25,Male,59.43985864,79.58551713,88.14410069,Electronics,90.77765867,68.91300104,73.90068193,73.6462265,1,Yes,1,Not Willing,Not Relevant,1.280796349,10.26763646,Tier 2,Matched,Low,Not Required,30.0,No,3.0,Willing,Not Placed,Junior,High
29,Female,76.13242654,64.67872909,77.4344189,Computer Science,69.57231802,73.70492706,60.83312731,45.0,2,No,0,Not Willing,Not Relevant,7.833060728,6.60521893,Tier 1,Matched,Medium,Not Required,0.0,No,3.0,Willing,Not Placed,Senior,Medium
23,Female,72.77318828,58.35237579,89.18949783,Mechanical,75.61296281,57.23080044,58.00033861,59.32750144,1,No,1,Not Willing,Relevant,5.452321284,6.21749133,Tier 2,Matched,High,Not Required,60.0,No,6.0,Willing,Not Placed,Junior,High
29,Male,69.97121038,79.12876969,75.80646006,Computer Science,80.48302199,65.24770751,66.62805595,71.5765795,3,No,1,Not Willing,Relevant,6.853851697,9.447041099,Tier 2,Matched,Medium,Not Required,0.0,No,0.0,Willing,Placed,Senior,High
21,Male,61.40422466,72.01438305,75.73852155,Computer Science,58.77214273,66.32790664,70.39679305,60.33987809,1,Yes,5,Not Willing,Not Relevant,4.423033907,9.886471147,Tier 2,Matched,Low,Not Required,0.0,No,0.0,Willing,Not Placed,Fresher,Medium
23,Female,74.17010116,74.73381132,68.03924668,Mechanical,76.59816006,65.85183942,58.7635822,84.30774591,1,Yes,0,Not Willing,Relevant,3.136888988,8.96698191,Tier 1,Not Matched,Medium,Required,15.0,Yes,12.0,Willing,Not Placed,Junior,High
24,Male,72.79349611,69.91661209,77.17863937,Computer Science,68.66883076,59.88226958,88.95487439,49.32240528,3,Yes,0,Not Willing,Relevant,5.10989757,8.078808278,Tier 2,Matched,High,Not Required,0.0,No,6.0,Not Willing,Not Placed,Junior,Medium
26,Male,73.98275866,72.01438305,65.74982429,Computer Science,71.60768045,57.39759185,52.14397441,73.8473281,1,Yes,3,Not Willing,Relevant,4.124694291,14.53172563,Tier 2,Matched,Low,Not Required,15.0,No,0.0,Willing,Not Placed,Junior,Medium
30,Female,68.21865303,68.86363456,77.40126704,Computer Science,53.31953796,47.15262146,65.09011889,67.69904654,0,No,1,Not Willing,Relevant,6.180175637,10.01495628,Tier 3,Matched,High,Not Required,0.0,No,18.0,Willing,Not Placed,Senior,Medium
28,Male,71.71807693,67.2189239,75.78062685,Others,57.25182637,53.57101658,86.02920915,61.47244999,2,No,4,Not Willing,Not Relevant,5.564247198,12.28238202,Tier 3,Matched,Low,Not Required,30.0,No,3.0,Willing,Not Placed,Junior,Medium
27,Female,93.31057634,68.11739979,82.19217755,Mechanical,67.47015533,62.15729916,60.10956676,89.43051483,0,Yes,1,Not Willing,Relevant,2.927106003,7.04485908,Tier 2,Matched,Low,Not Required,30.0,No,0.0,Willing,Placed,Junior,Medium
28,Male,58.79027172,76.93945458,76.38791158,Others,65.21496191,51.64785452,79.41070668,86.95076055,2,Yes,2,Willing,Relevant,8.507231793,3.0,Tier 3,Not Matched,Low,Not Required,90.0,No,0.0,Willing,Placed,Junior,Medium
26,Female,64.39170548,71.58216243,74.92239746,Electronics,58.84945867,82.05705891,80.5406207,71.19508357,1,Yes,2,Not Willing,Relevant,3.849558848,9.756920624,Tier 1,Not Matched,Medium,Not Required,15.0,No,0.0,Not Willing,Not Placed,Junior,Medium
26,Female,78.84771888,80.80630139,75.08901807,Computer Science,60.39943384,62.52313335,57.48195592,80.77502334,0,Yes,1,Not Willing,Relevant,1.0,9.834259373,Tier 2,Not Matched,Medium,Not Required,60.0,No,0.0,Willing,Not Placed,Junior,Medium
34,Female,76.40737651,70.58977237,67.13580677,Mechanical,68.36445953,58.35043652,57.19610572,83.12054928,1,Yes,2,Not Willing,Relevant,3.708858216,7.014815735,Tier 1,Matched,Medium,Not Required,0.0,No,6.0,Willing,Placed,Senior,Medium
26,Male,67.45254426,76.55134876,75.88103565,Computer Science,77.07607337,59.78505233,62.65791585,73.858077,1,Yes,0,Not Willing,Not Relevant,5.931133071,9.44156362,Tier 2,Matched,High,Not Required,60.0,No,0.0,Willing,Not Placed,Junior,High
23,Male,76.14643881,75.56688175,70.22699812,Others,42.480976,76.11924979,66.61979792,69.88542555,3,Yes,0,Not Willing,Relevant,1.969363556,5.383637968,Tier 3,Matched,Medium,Not Required,30.0,No,3.0,Not Willing,Not Placed,Junior,Low
34,Male,80.61832223,58.396979,72.19798242,Information Technology,87.78497715,69.7662593,77.3172493,70.41324477,1,Yes,2,Willing,Relevant,2.835807809,10.53241967,Tier 2,Not Matched,Low,Required,0.0,No,6.0,Willing,Placed,Senior,High
30,Male,71.56064215,77.30244486,77.38708414,Others,71.59773355,52.4652402,73.47097605,60.96461536,2,Yes,0,Not Willing,Relevant,4.276646799,12.36434384,Tier 3,Not Matched,High,Required,0.0,No,0.0,Not Willing,Not Placed,Senior,Medium
24,Female,87.67413238,81.82541838,71.35083137,Others,69.3589869,53.91268355,69.59650429,66.19701241,2,No,0,Not Willing,Relevant,8.629686453,10.36431906,Tier 2,Not Matched,Medium,Not Required,0.0,No,3.0,Willing,Not Placed,Junior,Medium
31,Male,69.97121038,70.07258658,69.94920949,Others,67.42312258,57.29657852,60.07668004,73.30762793,6,Yes,1,Not Willing,Relevant,8.47656996,7.158570048,Tier 1,Not Matched,Low,Not Required,0.0,No,3.0,Willing,Not Placed,Senior,Medium
26,Female,71.46533747,68.65396889,77.17954566,Information Technology,66.2446064,63.20924252,56.89767025,76.69537349,1,No,0,Not Willing,Relevant,7.84765367,10.23183215,Tier 2,Matched,Medium,Not Required,30.0,No,0.0,Willing,Not Placed,Junior,Medium
33,Male,69.29729168,66.21197275,80.5372512,Computer Science,96.9577957,76.32280511,62.65416169,79.71321863,3,Yes,1,Not Willing,Relevant,7.824918824,7.311497301,Tier 2,Matched,Medium,Not Required,30.0,No,3.0,Willing,Placed,Senior,High
27,Female,62.62739631,57.89445193,80.17841944,Information Technology,64.15937579,60.7910303,65.77779667,84.56341629,2,No,0,Not Willing,Not Relevant,6.531430669,8.421512944,Tier 3,Not Matched,Medium,Not Required,90.0,No,0.0,Willing,Not Placed,Junior,Medium
23,Female,73.59732348,76.47741124,72.27493534,Computer Science,57.5840669,86.29772174,67.02543059,87.97376882,5,No,0,Not Willing,Relevant,3.865700932,11.9560919,Tier 1,Matched,Medium,Not Required,60.0,No,3.0,Not Willing,Not Placed,Junior,Medium
24,Female,63.18835107,73.39027539,68.11975234,Mechanical,72.01412426,45.39106457,61.73717177,80.38761256,1,No,2,Not Willing,Relevant,2.689161628,6.671927027,Tier 1,Matched,Medium,Not Required,15.0,No,0.0,Not Willing,Placed,Junior,Medium
26,Male,71.07959346,71.53645376,69.84787324,Computer Science,66.27028126,59.18862321,69.86139945,94.42369342,0,Yes,1,Willing,Relevant,3.527663394,5.63206947,Tier 2,Matched,High,Not Required,0.0,No,0.0,Willing,Placed,Junior,Medium
21,Male,74.62482471,84.72544517,73.86898263,Computer Science,57.61622692,51.17851898,68.20924958,70.02861873,1,No,1,Not Willing,Not Relevant,1.973290262,5.739226749,Tier 3,Matched,Medium,Not Required,0.0,No,0.0,Willing,Not Placed,Fresher,Medium
31,Female,64.91773042,72.01438305,64.44040891,Mechanical,86.24140713,67.1306255,69.57422088,63.14211261,1,No,0,Not Willing,Relevant,5.422940375,9.059338898,Tier 2,Matched,Low,Required,15.0,No,3.0,Not Willing,Not Placed,Senior,High
27,Male,62.95114661,72.01438305,55.0,Information Technology,68.07276316,77.57506768,45.0,73.46096898,1,Yes,0,Not Willing,Relevant,6.248281492,3.469266912,Tier 1,Not Matched,Low,Not Required,15.0,No,12.0,Willing,Not Placed,Junior,Medium
33,Female,62.82362022,82.91889242,82.35238935,Mechanical,67.26972499,82.15705228,69.3998034,68.99718863,1,Yes,0,Not Willing,Not Relevant,1.56633811,8.095293553,Tier 3,Not Matched,Medium,Required,0.0,No,0.0,Willing,Not Placed,Senior,Medium
